# Key,Recommendation_1,Recommendation_2,Recommendation_3,Recommendation_4,Recommendation_5,Recommendation_6,Recommendation_7,Recommendation_8,Recommendation_9,Recommendation_10,Recommendation_11,Recommendation_12,Recommendation_13,Recommendation_14,Recommendation_15,Recommendation_16,Recommendation_17,Recommendation_18,Recommendation_19,Recommendation_20,Recommendation_21,Recommendation_22,Recommendation_23,Recommendation_24,Recommendation_25,Recommendation_26,Recommendation_27,Recommendation_28,Recommendation_29,Recommendation_30,Recommendation_31,Recommendation_32,Recommendation_33,Recommendation_34,Recommendation_35,Recommendation_36,Recommendation_37,Recommendation_38,Recommendation_39,Recommendation_40,Recommendation_41,Recommendation_42,Recommendation_43,Recommendation_44,Recommendation_45,Recommendation_46,Recommendation_47,Recommendation_48,Recommendation_49,Recommendation_50,Recommendation_51,Recommendation_52,Recommendation_53,Recommendation_54,Recommendation_55,Recommendation_56,Recommendation_57,Recommendation_58,Recommendation_59,Recommendation_60,Recommendation_61,Recommendation_62,Recommendation_63,Recommendation_64,Recommendation_65,Recommendation_66,Recommendation_67,Recommendation_68,Recommendation_69,Recommendation_70,Recommendation_71,Recommendation_72,Recommendation_73,Recommendation_74,Recommendation_75,Recommendation_76,Recommendation_77,Recommendation_78,Recommendation_79,Recommendation_80,Recommendation_81,Recommendation_82,Recommendation_83,Recommendation_84,Recommendation_85,Recommendation_86,Recommendation_87,Recommendation_88,Recommendation_89,Recommendation_90,Recommendation_91,Recommendation_92,Recommendation_93,Recommendation_94,Recommendation_95,Recommendation_96,Recommendation_97,Recommendation_98,Recommendation_99,Recommendation_100
US_0000000000000627,US_0000000000004002,US_0000000000003826,US_0000000000003624,US_0000000000005709,US_0000000000005785,US_0000000000005705,US_0000000000005786,US_0000000000003798,US_0000000000001719,US_0000000000000640,US_0000000000025166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001929,US_0000000000010593,US_0000000000009535,US_0000000000009635,US_0000000000000216,US_0000000000002031,US_0000000000000018,US_0000000000002029,US_0000000000000047,US_0000000000000038,US_0000000000001996,US_0000000000001227,US_0000000000004228,US_0000000000001522,US_0000000000001017,US_0000000000000294,US_0000000000000798,US_0000000000001521,US_0000000000001946,US_0000000000003022,US_0000000000001134,US_0000000000001511,US_0000000000002501,US_0000000000001705,US_0000000000001786,US_0000000000001386,US_0000000000001671,US_0000000000002255,US_0000000000001211,US_0000000000008241,US_0000000000002650,US_0000000000002249,US_0000000000002386,US_0000000000001064,US_0000000000025710,US_0000000000009691,US_0000000000004924,US_0000000000061294,US_0000000000061293,US_0000000000001425,US_0000000000000679,US_0000000000004019,US_0000000000020375,US_0000000000008915,US_0000000000021206,US_0000000000010203,US_0000000000007494,US_0000000000002803,US_0000000000025261,US_0000000000001380,US_0000000000044691,US_0000000000002032,US_0000000000008648,US_0000000000001340,US_0000000000000532,US_0000000000009817,US_0000000000000146,US_0000000000007716,US_0000000000000145,US_0000000000001113,US_0000000000008722,US_0000000000001191,US_0000000000001119,US_0000000000001190,US_0000000000002278,US_0000000000002322,US_0000000000007400,US_0000000000001373,US_0000000000004030,US_0000000000004037,US_0000000000038208,US_0000000000015930,US_0000000000002966,US_0000000000000098,US_0000000000002372,US_0000000000001493,US_0000000000062546,US_0000000000007698,US_0000000000011033,US_0000000000062545,US_0000000000001964,US_0000000000001152,US_0000000000009146,US_0000000000000289,US_0000000000001103,US_0000000000001104,US_0000000000002157,US_0000000000018359,US_0000000000004418,US_0000000000000655,US_0000000000000769,US_0000000000003357,US_0000000000002156,US_0000000000001435,US_0000000000001411,US_0000000000001533,US_0000000000001773,US_0000000000001710,,,
US_0000000000001928,US_0000000000000640,US_0000000000001719,US_0000000000025166,US_0000000000005764,US_0000000000005731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000000172,US_0000000000001322,US_0000000000000027,US_0000000000004526,US_0000000000002822,US_0000000000039441,US_0000000000002655,US_0000000000001035,US_0000000000039440,US_0000000000001053,US_0000000000000745,US_0000000000002615,US_0000000000000669,US_0000000000001910,US_0000000000001036,US_0000000000001458,US_0000000000001400,US_0000000000020375,US_0000000000000071,US_0000000000001645,US_0000000000001908,US_0000000000001521,US_0000000000000798,US_0000000000001698,US_0000000000001523,US_0000000000001955,US_0000000000002088,US_0000000000001893,US_0000000000003800,US_0000000000003921,US_0000000000009035,US_0000000000003633,US_0000000000002659,US_0000000000003666,US_0000000000004002,US_0000000000004002,US_0000000000004009,US_0000000000003831,US_0000000000003596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001797,US_0000000000004526,US_0000000000001322,US_0000000000000027,US_0000000000039441,US_0000000000001035,US_0000000000039440,US_0000000000002655,US_0000000000001053,US_0000000000000745,US_0000000000001036,US_0000000000000669,US_0000000000001458,US_0000000000002822,US_0000000000002615,US_0000000000001910,US_0000000000001400,US_0000000000020375,US_0000000000000071,US_0000000000001645,US_0000000000001908,US_0000000000001521,US_0000000000000798,US_0000000000001698,US_0000000000001523,US_0000000000001955,US_0000000000002088,US_0000000000001893,US_0000000000003921,US_0000000000003800,US_0000000000009035,US_0000000000003633,US_0000000000003666,US_0000000000002659,US_0000000000004002,US_0000000000004002,US_0000000000004009,US_0000000000003831,US_0000000000003596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001918,US_0000000000001322,US_0000000000004526,US_0000000000000027,US_0000000000002655,US_0000000000001910,US_0000000000001036,US_0000000000001053,US_0000000000000669,US_0000000000001035,US_0000000000039441,US_0000000000039440,US_0000000000002615,US_0000000000000745,US_0000000000001458,US_0000000000002822,US_0000000000001400,US_0000000000020375,US_0000000000000071,US_0000000000001645,US_0000000000001908,US_0000000000000798,US_0000000000001521,US_0000000000001698,US_0000000000001523,US_0000000000001955,US_0000000000002088,US_0000000000001893,US_0000000000003921,US_0000000000003800,US_0000000000009035,US_0000000000003633,US_0000000000004002,US_0000000000003666,US_0000000000002659,US_0000000000004002,US_0000000000003831,US_0000000000004009,US_0000000000003596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000000050,US_0000000000001719,US_0000000000000640,US_0000000000025166,US_0000000000003798,US_0000000000005731,US_0000000000005764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000000842,US_0000000000001719,US_0000000000000640,US_0000000000025166,US_0000000000003798,US_0000000000005764,US_0000000000005731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001584,US_0000000000000640,US_0000000000025166,US_0000000000001719,US_0000000000003798,US_0000000000005764,US_0000000000005731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001488,US_0000000000005695,US_0000000000001710,US_0000000000030267,US_0000000000003555,US_0000000000003992,US_0000000000001044,US_0000000000010534,US_0000000000001479,US_0000000000001715,US_0000000000004015,US_0000000000003599,US_0000000000003933,US_0000000000001656,US_0000000000000303,US_0000000000001698,US_0000000000003827,US_0000000000021810,US_0000000000005585,US_0000000000005620,US_0000000000005623,US_0000000000001479,US_0000000000000071,US_0000000000001645,US_0000000000009035,US_0000000000001956,US_0000000000020375,US_0000000000000027,US_0000000000004526,US_0000000000001322,US_0000000000001908,US_0000000000001134,US_0000000000003022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001489,US_0000000000005695,US_0000000000001710,US_0000000000003555,US_0000000000003992,US_0000000000030267,US_0000000000001044,US_0000000000010534,US_0000000000001715,US_0000000000001479,US_0000000000003599,US_0000000000004015,US_0000000000003933,US_0000000000001656,US_0000000000000303,US_0000000000001698,US_0000000000003827,US_0000000000021810,US_0000000000005585,US_0000000000005623,US_0000000000005620,US_0000000000001479,US_0000000000000071,US_0000000000001645,US_0000000000009035,US_0000000000001956,US_0000000000020375,US_0000000000001322,US_0000000000000027,US_0000000000004526,US_0000000000001908,US_0000000000003022,US_0000000000001134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001490,US_0000000000005695,US_0000000000001710,US_0000000000003992,US_0000000000030267,US_0000000000003555,US_0000000000010534,US_0000000000001044,US_0000000000001715,US_0000000000001479,US_0000000000004015,US_0000000000003599,US_0000000000003933,US_0000000000001656,US_0000000000000303,US_0000000000001698,US_0000000000021810,US_0000000000003827,US_0000000000005585,US_0000000000005623,US_0000000000005620,US_0000000000001479,US_0000000000000071,US_0000000000001645,US_0000000000009035,US_0000000000001956,US_0000000000020375,US_0000000000000027,US_0000000000001322,US_0000000000004526,US_0000000000001908,US_0000000000003022,US_0000000000001134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000015940,US_0000000000005695,US_0000000000001710,US_0000000000030267,US_0000000000003555,US_0000000000003992,US_0000000000001044,US_0000000000010534,US_0000000000001479,US_0000000000001715,US_0000000000004015,US_0000000000003599,US_0000000000003933,US_0000000000001656,US_0000000000000303,US_0000000000001698,US_0000000000021810,US_0000000000003827,US_0000000000005585,US_0000000000005620,US_0000000000005623,US_0000000000001479,US_0000000000000071,US_0000000000001645,US_0000000000009035,US_0000000000001956,US_0000000000020375,US_0000000000001322,US_0000000000004526,US_0000000000000027,US_0000000000001908,US_0000000000003022,US_0000000000001134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000032510,US_0000000000005695,US_0000000000001710,US_0000000000003992,US_0000000000030267,US_0000000000003555,US_0000000000001044,US_0000000000010534,US_0000000000001715,US_0000000000001479,US_0000000000003933,US_0000000000004015,US_0000000000003599,US_0000000000001656,US_0000000000000303,US_0000000000001698,US_0000000000021810,US_0000000000003827,US_0000000000005585,US_0000000000005620,US_0000000000005623,US_0000000000001479,US_0000000000000071,US_0000000000001645,US_0000000000009035,US_0000000000001956,US_0000000000020375,US_0000000000001322,US_0000000000000027,US_0000000000004526,US_0000000000001908,US_0000000000003022,US_0000000000001134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000032512,US_0000000000005695,US_0000000000001710,US_0000000000030267,US_0000000000003992,US_0000000000003555,US_0000000000010534,US_0000000000001044,US_0000000000001479,US_0000000000001715,US_0000000000003599,US_0000000000004015,US_0000000000003933,US_0000000000001656,US_0000000000000303,US_0000000000001698,US_0000000000021810,US_0000000000003827,US_0000000000005585,US_0000000000005620,US_0000000000005623,US_0000000000001479,US_0000000000000071,US_0000000000001645,US_0000000000009035,US_0000000000001956,US_0000000000020375,US_0000000000000027,US_0000000000004526,US_0000000000001322,US_0000000000001908,US_0000000000001134,US_0000000000003022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000007971,US_0000000000001322,US_0000000000004526,US_0000000000000027,US_0000000000001479,US_0000000000001956,US_0000000000003633,US_0000000000002088,US_0000000000003998,US_0000000000003798,US_0000000000003624,US_0000000000003826,US_0000000000005786,US_0000000000001523,US_0000000000000640,US_0000000000001719,US_0000000000025166,US_0000000000003806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001367,US_0000000000001668,US_0000000000000088,US_0000000000002366,US_0000000000010487,US_0000000000002129,US_0000000000000026,US_0000000000003333,US_0000000000001267,US_0000000000000012,US_0000000000001810,US_0000000000002651,US_0000000000044691,US_0000000000002032,US_0000000000002650,US_0000000000002803,US_0000000000025261,US_0000000000002255,US_0000000000001946,US_0000000000000294,US_0000000000001017,US_0000000000001786,US_0000000000001705,US_0000000000002423,US_0000000000001996,US_0000000000010203,US_0000000000007494,US_0000000000021206,US_0000000000001657,US_0000000000000129,US_0000000000005046,US_0000000000000821,US_0000000000002278,US_0000000000000798,US_0000000000001521,US_0000000000009783,US_0000000000010452,US_0000000000000679,US_0000000000061293,US_0000000000061294,US_0000000000001425,US_0000000000001681,US_0000000000001262,US_0000000000000208,US_0000000000002316,US_0000000000001619,US_0000000000001493,US_0000000000001444,US_0000000000002372,US_0000000000003140,US_0000000000002621,US_0000000000002332,US_0000000000001798,US_0000000000001711,US_0000000000007400,US_0000000000001373,US_0000000000007783,US_0000000000000286,US_0000000000001409,US_0000000000010292,US_0000000000002249,US_0000000000004175,US_0000000000008648,US_0000000000003988,US_0000000000001411,US_0000000000003932,US_0000000000001435,US_0000000000003803,US_0000000000003993,US_0000000000003633,US_0000000000009030,US_0000000000002322,US_0000000000001533,US_0000000000001104,US_0000000000000655,US_0000000000018359,US_0000000000001103,US_0000000000000769,US_0000000000002157,US_0000000000004418,US_0000000000003357,US_0000000000002156,US_0000000000002016,US_0000000000002021,US_0000000000000388,US_0000000000008854,US_0000000000002040,US_0000000000002051,US_0000000000045064,US_0000000000000570,US_0000000000002381,,,,,,,,,,
US_0000000000001617,US_0000000000004009,US_0000000000003831,US_0000000000005807,US_0000000000015895,US_0000000000004009,US_0000000000003995,US_0000000000003953,US_0000000000004033,US_0000000000004025,US_0000000000003848,US_0000000000000430,US_0000000000001956,US_0000000000001523,US_0000000000002088,US_0000000000025166,US_0000000000000640,US_0000000000001719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001679,US_0000000000003831,US_0000000000004009,US_0000000000004009,US_0000000000015895,US_0000000000005807,US_0000000000003995,US_0000000000003953,US_0000000000004033,US_0000000000004025,US_0000000000003848,US_0000000000000430,US_0000000000001956,US_0000000000001523,US_0000000000002088,US_0000000000025166,US_0000000000001719,US_0000000000000640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000002284,US_0000000000003831,US_0000000000004009,US_0000000000004009,US_0000000000005807,US_0000000000015895,US_0000000000003995,US_0000000000003953,US_0000000000003848,US_0000000000004033,US_0000000000004025,US_0000000000000430,US_0000000000001956,US_0000000000001523,US_0000000000002088,US_0000000000000640,US_0000000000025166,US_0000000000001719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001210,US_0000000000001065,US_0000000000001076,US_0000000000001210,US_0000000000000018,US_0000000000003992,US_0000000000030267,US_0000000000003555,US_0000000000005586,US_0000000000004228,US_0000000000001227,US_0000000000001522,US_0000000000004526,US_0000000000000027,US_0000000000001322,US_0000000000000808,US_0000000000003996,US_0000000000004008,US_0000000000000798,US_0000000000001521,US_0000000000003925,US_0000000000004020,US_0000000000001134,US_0000000000003022,US_0000000000003831,US_0000000000004009,US_0000000000001645,US_0000000000001908,US_0000000000020375,US_0000000000001523,US_0000000000009035,US_0000000000001956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000004287,US_0000000000001076,US_0000000000001210,US_0000000000001065,US_0000000000000018,US_0000000000030267,US_0000000000003992,US_0000000000003555,US_0000000000005586,US_0000000000004228,US_0000000000001522,US_0000000000001227,US_0000000000004526,US_0000000000001322,US_0000000000000027,US_0000000000000808,US_0000000000003996,US_0000000000004008,US_0000000000000798,US_0000000000001521,US_0000000000004020,US_0000000000003925,US_0000000000001134,US_0000000000003022,US_0000000000004009,US_0000000000003831,US_0000000000001645,US_0000000000001908,US_0000000000020375,US_0000000000001523,US_0000000000009035,US_0000000000001956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000004223,US_0000000000001479,US_0000000000001715,US_0000000000001479,US_0000000000001523,US_0000000000002088,US_0000000000005624,US_0000000000001956,US_0000000000004039,US_0000000000005786,US_0000000000005615,US_0000000000003826,US_0000000000003624,US_0000000000003798,US_0000000000001719,US_0000000000025166,US_0000000000000640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000007904,US_0000000000001715,US_0000000000001479,US_0000000000001479,US_0000000000001523,US_0000000000002088,US_0000000000005624,US_0000000000001956,US_0000000000004039,US_0000000000005786,US_0000000000005615,US_0000000000003624,US_0000000000003826,US_0000000000003798,US_0000000000001719,US_0000000000025166,US_0000000000000640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001248,US_0000000000001211,US_0000000000002322,US_0000000000001360,US_0000000000001812,US_0000000000001861,US_0000000000001893,US_0000000000000876,US_0000000000001929,US_0000000000001134,US_0000000000003022,US_0000000000000018,US_0000000000000808,US_0000000000008490,US_0000000000000419,US_0000000000001955,US_0000000000001392,US_0000000000001401,US_0000000000004004,US_0000000000000129,US_0000000000005046,US_0000000000001522,US_0000000000001227,US_0000000000004228,US_0000000000012920,US_0000000000001482,US_0000000000001523,US_0000000000004037,US_0000000000000208,US_0000000000001262,US_0000000000001380,US_0000000000001500,US_0000000000000108,US_0000000000017873,US_0000000000005587,US_0000000000002326,US_0000000000002372,US_0000000000025261,US_0000000000002803,US_0000000000003988,US_0000000000000272,US_0000000000000041,US_0000000000000273,US_0000000000020375,US_0000000000005586,US_0000000000004033,US_0000000000003848,US_0000000000004025,US_0000000000000107,US_0000000000009035,US_0000000000000289,US_0000000000010292,US_0000000000010534,US_0000000000001044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000002382,US_0000000000001054,US_0000000000001934,US_0000000000000656,US_0000000000000766,US_0000000000000657,US_0000000000001513,US_0000000000002288,US_0000000000001246,US_0000000000001698,US_0000000000000303,US_0000000000002378,US_0000000000000201,US_0000000000001345,US_0000000000002803,US_0000000000025261,US_0000000000000071,US_0000000000001400,US_0000000000001656,US_0000000000000289,US_0000000000010292,US_0000000000009035,US_0000000000002326,US_0000000000007783,US_0000000000000286,US_0000000000001645,US_0000000000002822,US_0000000000002655,US_0000000000039440,US_0000000000001036,US_0000000000001458,US_0000000000001910,US_0000000000002615,US_0000000000001035,US_0000000000039441,US_0000000000001053,US_0000000000004039,US_0000000000020375,US_0000000000001710,US_0000000000005585,US_0000000000003633,US_0000000000003921,US_0000000000003800,US_0000000000003596,US_0000000000005615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000002544,US_0000000000001934,US_0000000000001054,US_0000000000000766,US_0000000000000656,US_0000000000000657,US_0000000000001513,US_0000000000002288,US_0000000000001246,US_0000000000001698,US_0000000000000303,US_0000000000000201,US_0000000000002378,US_0000000000001345,US_0000000000025261,US_0000000000002803,US_0000000000000071,US_0000000000001400,US_0000000000001656,US_0000000000000289,US_0000000000010292,US_0000000000009035,US_0000000000002326,US_0000000000007783,US_0000000000000286,US_0000000000001645,US_0000000000039441,US_0000000000002615,US_0000000000001036,US_0000000000001458,US_0000000000001035,US_0000000000039440,US_0000000000002655,US_0000000000001053,US_0000000000001910,US_0000000000002822,US_0000000000004039,US_0000000000020375,US_0000000000001710,US_0000000000005585,US_0000000000003633,US_0000000000003921,US_0000000000003800,US_0000000000003596,US_0000000000005615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000067308,US_0000000000002365,US_0000000000001461,US_0000000000000108,US_0000000000000999,US_0000000000001461,US_0000000000002372,US_0000000000004037,US_0000000000000020,US_0000000000001511,US_0000000000002501,US_0000000000001380,US_0000000000001392,US_0000000000000272,US_0000000000000041,US_0000000000000273,US_0000000000020375,US_0000000000004004,US_0000000000012917,US_0000000000007361,US_0000000000017873,US_0000000000005587,US_0000000000003831,US_0000000000004009,US_0000000000003998,US_0000000000015895,US_0000000000004009,US_0000000000005807,US_0000000000001482,US_0000000000012920,US_0000000000000107,US_0000000000001358,US_0000000000004480,US_0000000000001351,US_0000000000000208,US_0000000000001262,US_0000000000000808,US_0000000000002122,US_0000000000001227,US_0000000000004228,US_0000000000001522,US_0000000000004526,US_0000000000001322,US_0000000000000027,US_0000000000002549,US_0000000000002086,US_0000000000001861,US_0000000000001500,US_0000000000005046,US_0000000000000129,US_0000000000009035,US_0000000000000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000000181,US_0000000000030267,US_0000000000003555,US_0000000000003992,US_0000000000005586,US_0000000000005615,US_0000000000004008,US_0000000000004015,US_0000000000003599,US_0000000000003933,US_0000000000003996,US_0000000000025166,US_0000000000001719,US_0000000000000640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000008198,US_0000000000003555,US_0000000000030267,US_0000000000003992,US_0000000000005586,US_0000000000005615,US_0000000000004008,US_0000000000004015,US_0000000000003599,US_0000000000003933,US_0000000000003996,US_0000000000001719,US_0000000000025166,US_0000000000000640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000000072,US_0000000000020375,US_0000000000003596,US_0000000000003633,US_0000000000001523,US_0000000000001956,US_0000000000002088,US_0000000000000430,US_0000000000003998,US_0000000000000640,US_0000000000001719,US_0000000000025166,US_0000000000003802,US_0000000000003830,US_0000000000003993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000000816,US_0000000000020375,US_0000000000003596,US_0000000000003633,US_0000000000001523,US_0000000000001956,US_0000000000002088,US_0000000000000430,US_0000000000003998,US_0000000000000640,US_0000000000001719,US_0000000000025166,US_0000000000003802,US_0000000000003830,US_0000000000003993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001017,US_0000000000002651,US_0000000000001155,US_0000000000002650,US_0000000000000088,US_0000000000001668,US_0000000000001576,US_0000000000001946,US_0000000000005058,US_0000000000010529,US_0000000000001234,US_0000000000002032,US_0000000000044691,US_0000000000000038,US_0000000000000047,US_0000000000001331,US_0000000000002824,US_0000000000001843,US_0000000000001798,US_0000000000001267,US_0000000000000012,US_0000000000025261,US_0000000000002803,US_0000000000001332,US_0000000000001799,US_0000000000001996,US_0000000000001810,US_0000000000001671,US_0000000000001064,US_0000000000001211,US_0000000000008241,US_0000000000001426,US_0000000000001955,US_0000000000000821,US_0000000000002255,US_0000000000001681,US_0000000000001444,US_0000000000001493,US_0000000000001786,US_0000000000001705,US_0000000000010748,US_0000000000003261,US_0000000000007697,US_0000000000000407,US_0000000000000463,US_0000000000007754,US_0000000000009192,US_0000000000008237,US_0000000000009748,US_0000000000009055,US_0000000000001981,US_0000000000002275,US_0000000000007681,US_0000000000001988,US_0000000000007254,US_0000000000009640,US_0000000000007130,US_0000000000057048,US_0000000000057049,US_0000000000010292,US_0000000000023274,US_0000000000034051,US_0000000000002045,US_0000000000001711,US_0000000000000289,US_0000000000003803,US_0000000000002249,US_0000000000001409,US_0000000000000532,US_0000000000004175,US_0000000000036400,US_0000000000006376,US_0000000000003988,US_0000000000009035,US_0000000000002322,US_0000000000008915,US_0000000000015930,US_0000000000038208,US_0000000000002966,US_0000000000001748,US_0000000000001435,US_0000000000001411,US_0000000000001533,US_0000000000000388,US_0000000000002051,US_0000000000000570,US_0000000000045064,US_0000000000002021,US_0000000000002381,US_0000000000002040,US_0000000000008854,US_0000000000002016,US_0000000000000655,US_0000000000000769,US_0000000000018359,US_0000000000003357,US_0000000000004418,US_0000000000002156,US_0000000000001104,US_0000000000001103,US_0000000000002157
US_0000000000001166,US_0000000000002651,US_0000000000001155,US_0000000000002650,US_0000000000000088,US_0000000000001668,US_0000000000001576,US_0000000000001946,US_0000000000010529,US_0000000000005058,US_0000000000001234,US_0000000000044691,US_0000000000002032,US_0000000000000047,US_0000000000000038,US_0000000000001331,US_0000000000002824,US_0000000000001843,US_0000000000001798,US_0000000000000012,US_0000000000001267,US_0000000000025261,US_0000000000002803,US_0000000000001332,US_0000000000001799,US_0000000000001996,US_0000000000001810,US_0000000000001671,US_0000000000001064,US_0000000000001211,US_0000000000008241,US_0000000000001426,US_0000000000001955,US_0000000000000821,US_0000000000002255,US_0000000000001681,US_0000000000001444,US_0000000000001493,US_0000000000001705,US_0000000000001786,US_0000000000001981,US_0000000000000407,US_0000000000007254,US_0000000000007681,US_0000000000009055,US_0000000000009748,US_0000000000003261,US_0000000000008237,US_0000000000010748,US_0000000000007130,US_0000000000001988,US_0000000000000463,US_0000000000009192,US_0000000000007697,US_0000000000002275,US_0000000000007754,US_0000000000009640,US_0000000000057048,US_0000000000057049,US_0000000000010292,US_0000000000034051,US_0000000000002045,US_0000000000023274,US_0000000000001711,US_0000000000000289,US_0000000000003803,US_0000000000002249,US_0000000000001409,US_0000000000000532,US_0000000000004175,US_0000000000006376,US_0000000000036400,US_0000000000003988,US_0000000000009035,US_0000000000002322,US_0000000000008915,US_0000000000015930,US_0000000000002966,US_0000000000038208,US_0000000000001748,US_0000000000001435,US_0000000000001411,US_0000000000001533,US_0000000000045064,US_0000000000002381,US_0000000000000388,US_0000000000002040,US_0000000000002016,US_0000000000002021,US_0000000000002051,US_0000000000008854,US_0000000000000570,US_0000000000000769,US_0000000000002156,US_0000000000001104,US_0000000000000655,US_0000000000004418,US_0000000000003357,US_0000000000018359,US_0000000000001103,US_0000000000002157
